InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
C539797,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-1.0,2023-03-10 14:49:37,1.95,12877
C539797,22386,JUMBO BAG PINK POLKADOT,-3.0,2023-03-10 14:49:37,1.95,12877
C539813,22382,LUNCH BAG SPACEBOY DESIGN,-1.0,2023-10-10 05:47:08,1.65,12532
C539813,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-3.0,2023-10-10 05:47:08,4.25,12532
C539813,84879,ASSORTED COLOUR BIRD ORNAMENT,-1.0,2023-10-10 05:47:08,1.69,12532
C539813,22748,POPPY'S PLAYHOUSE KITCHEN,-5.0,2023-10-10 05:47:08,2.1,12532
C539822,22748,POPPY'S PLAYHOUSE KITCHEN,-4.0,2023-09-05 19:43:17,2.1,12877
C539822,21931,JUMBO STORAGE BAG SUKI,-3.0,2023-09-05 19:43:17,1.95,12877
C539823,22752,SET 7 BABUSHKA NESTING BOXES,-3.0,2023-11-08 09:28:37,7.65,12965
C539823,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-4.0,2023-11-08 09:28:37,2.55,12965
C539906,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-07-19 16:25:28,1.95,12921
C539906,22632,HAND WARMER RED POLKA DOT,-1.0,2023-07-19 16:25:28,1.85,12921
C539917,20726,LUNCH BAG WOODLAND,-1.0,2023-11-12 16:25:55,1.65,12606
C539917,84029E,RED WOOLLY HOTTIE WHITE HEART.,-4.0,2023-11-12 16:25:55,3.39,12606
C539929,20728,LUNCH BAG CARS BLUE,-3.0,2023-03-11 03:05:05,1.65,12809
C539929,47566,PARTY BUNTING,-1.0,2023-03-11 03:05:05,4.65,12809
C539929,22632,HAND WARMER RED POLKA DOT,-1.0,2023-03-11 03:05:05,1.85,12809
C539929,85099B,JUMBO BAG RED RETROSPOT,-2.0,2023-03-11 03:05:05,1.95,12809
C539929,22745,POPPY'S PLAYHOUSE BEDROOM,-4.0,2023-03-11 03:05:05,2.1,12809
C539929,84406B,CREAM CUPID HEARTS COAT HANGER,-4.0,2023-03-11 03:05:05,2.75,12809
C539961,21931,JUMBO STORAGE BAG SUKI,-1.0,2023-10-25 22:14:47,1.95,12981
C539962,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1.0,2023-08-27 09:25:31,2.55,12877
C539962,20725,LUNCH BAG RED RETROSPOT,-5.0,2023-08-27 09:25:31,1.65,12877
C540008,22633,HAND WARMER UNION JACK,-3.0,2023-07-25 09:25:49,1.85,13007
C540008,20728,LUNCH BAG CARS BLUE,-2.0,2023-07-25 09:25:49,1.65,13007
C540008,22752,SET 7 BABUSHKA NESTING BOXES,-2.0,2023-07-25 09:25:49,7.65,13007
540045,20727,LUNCH BAG BLACK SKULL.,3.0,2023-09-14 15:13:12,0.0,12593
C540050,21931,JUMBO STORAGE BAG SUKI,-3.0,2023-05-26 11:23:25,1.95,12450
C540050,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-5.0,2023-05-26 11:23:25,1.95,12450
C540050,85099B,JUMBO BAG RED RETROSPOT,-2.0,2023-05-26 11:23:25,1.95,12450
C540050,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-05-26 11:23:25,2.1,12450
C540050,22632,HAND WARMER RED POLKA DOT,-5.0,2023-05-26 11:23:25,1.85,12450
C540050,22633,HAND WARMER UNION JACK,-1.0,2023-05-26 11:23:25,1.85,12450
C540051,22632,HAND WARMER RED POLKA DOT,-2.0,2023-06-10 19:53:15,1.85,12821
C540051,22382,LUNCH BAG SPACEBOY DESIGN,-2.0,2023-06-10 19:53:15,1.65,12821
C540056,21931,JUMBO STORAGE BAG SUKI,-1.0,2023-07-07 00:17:37,1.95,12817
C540056,85099F,JUMBO BAG STRAWBERRY,-5.0,2023-07-07 00:17:37,1.95,12817
C540056,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5.0,2023-07-07 00:17:37,2.55,12817
C540056,22384,LUNCH BAG PINK POLKADOT,-4.0,2023-07-07 00:17:37,1.65,12817
C540059,47566,PARTY BUNTING,-5.0,2023-09-05 06:58:11,4.65,12593
C540059,22310,IVORY KNITTED MUG COSY,-2.0,2023-09-05 06:58:11,1.65,12593
C540059,20727,LUNCH BAG BLACK SKULL.,-5.0,2023-09-05 06:58:11,1.65,12593
C540121,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3.0,2023-03-15 12:03:10,4.25,12736
C540121,47566,PARTY BUNTING,-3.0,2023-03-15 12:03:10,4.65,12736
C540121,22748,POPPY'S PLAYHOUSE KITCHEN,-5.0,2023-03-15 12:03:10,2.1,12736
C540123,20728,LUNCH BAG CARS BLUE,-2.0,2023-09-09 07:33:54,1.65,12757
C540141,22748,POPPY'S PLAYHOUSE KITCHEN,-5.0,2023-04-29 03:09:52,2.1,12758
C540141,84406B,CREAM CUPID HEARTS COAT HANGER,-5.0,2023-04-29 03:09:52,2.75,12758
C540141,85099F,JUMBO BAG STRAWBERRY,-5.0,2023-04-29 03:09:52,1.95,12758
C540150,22749,POPPY'S PLAYHOUSE LIVINGROOM,-4.0,2023-09-06 16:06:22,2.1,12877
C540150,20727,LUNCH BAG BLACK SKULL.,-3.0,2023-09-06 16:06:22,1.65,12877
C540150,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-2.0,2023-09-06 16:06:22,4.25,12877
C540183,22386,JUMBO BAG PINK POLKADOT,-2.0,2023-11-10 16:46:18,1.95,13041
C540238,22382,LUNCH BAG SPACEBOY DESIGN,-2.0,2023-07-22 17:26:57,1.65,12391
C540238,47566,PARTY BUNTING,-3.0,2023-07-22 17:26:57,4.65,12391
C540238,22745,POPPY'S PLAYHOUSE BEDROOM,-5.0,2023-07-22 17:26:57,2.1,12391
C540238,22310,IVORY KNITTED MUG COSY,-1.0,2023-07-22 17:26:57,1.65,12391
C540238,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-07-22 17:26:57,2.1,12391
C540245,84879,ASSORTED COLOUR BIRD ORNAMENT,-4.0,2023-11-21 05:30:24,1.69,12787
C540247,71053,WHITE METAL LANTERN,-3.0,2023-09-16 06:45:22,3.39,12927
C540247,22752,SET 7 BABUSHKA NESTING BOXES,-1.0,2023-09-16 06:45:22,7.65,12927
C540247,22748,POPPY'S PLAYHOUSE KITCHEN,-2.0,2023-09-16 06:45:22,2.1,12927
C540247,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-09-16 06:45:22,2.1,12927
C540247,84029E,RED WOOLLY HOTTIE WHITE HEART.,-4.0,2023-09-16 06:45:22,3.39,12927
C540247,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-1.0,2023-09-16 06:45:22,4.25,12927
C540251,22630,DOORMAT KEEP CALM AND COME IN,-5.0,2023-10-14 08:18:10,6.75,12682
C540251,85099B,JUMBO BAG RED RETROSPOT,-1.0,2023-10-14 08:18:10,1.95,12682
C540251,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-4.0,2023-10-14 08:18:10,4.25,12682
C540251,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5.0,2023-10-14 08:18:10,2.55,12682
C540251,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-3.0,2023-10-14 08:18:10,4.25,12682
C540251,20726,LUNCH BAG WOODLAND,-3.0,2023-10-14 08:18:10,1.65,12682
C540256,22630,DOORMAT KEEP CALM AND COME IN,-3.0,2023-10-05 19:24:58,6.75,13097
C540256,22752,SET 7 BABUSHKA NESTING BOXES,-3.0,2023-10-05 19:24:58,7.65,13097
C540256,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-2.0,2023-10-05 19:24:58,2.55,13097
C540286,22749,POPPY'S PLAYHOUSE LIVINGROOM,-5.0,2023-11-02 11:03:25,2.1,12651
C540321,84029E,RED WOOLLY HOTTIE WHITE HEART.,-4.0,2023-11-30 14:12:25,3.39,12529
C540321,20727,LUNCH BAG BLACK SKULL.,-2.0,2023-11-30 14:12:25,1.65,12529
C540321,71053,WHITE METAL LANTERN,-5.0,2023-11-30 14:12:25,3.39,12529
C540334,22384,LUNCH BAG PINK POLKADOT,-3.0,2023-10-16 11:02:06,1.65,12380
C540334,22632,HAND WARMER RED POLKA DOT,-4.0,2023-10-16 11:02:06,1.85,12380
C540334,22310,IVORY KNITTED MUG COSY,-2.0,2023-10-16 11:02:06,1.65,12380
C540334,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-4.0,2023-10-16 11:02:06,3.39,12380
C540335,71053,WHITE METAL LANTERN,-2.0,2023-09-11 05:22:30,3.39,12792
C540335,47566,PARTY BUNTING,-3.0,2023-09-11 05:22:30,4.65,12792
C540361,84879,ASSORTED COLOUR BIRD ORNAMENT,-2.0,2023-05-20 17:15:01,1.69,12877
C540402,84879,ASSORTED COLOUR BIRD ORNAMENT,-2.0,2023-05-02 15:35:38,1.69,13007
C540402,22384,LUNCH BAG PINK POLKADOT,-5.0,2023-05-02 15:35:38,1.65,13007
C540402,22745,POPPY'S PLAYHOUSE BEDROOM,-5.0,2023-05-02 15:35:38,2.1,13007
C540402,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-1.0,2023-05-02 15:35:38,4.25,13007
C540436,47566,PARTY BUNTING,-3.0,2023-10-23 06:57:20,4.65,12533
C540436,22386,JUMBO BAG PINK POLKADOT,-4.0,2023-10-23 06:57:20,1.95,12533
C540436,22752,SET 7 BABUSHKA NESTING BOXES,-4.0,2023-10-23 06:57:20,7.65,12533
C540436,22633,HAND WARMER UNION JACK,-2.0,2023-10-23 06:57:20,1.85,12533
C540436,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-2.0,2023-10-23 06:57:20,1.95,12533
C540481,22748,POPPY'S PLAYHOUSE KITCHEN,-5.0,2023-03-16 03:07:00,2.1,13061
C540481,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2.0,2023-03-16 03:07:00,2.55,13061
C540481,84406B,CREAM CUPID HEARTS COAT HANGER,-2.0,2023-03-16 03:07:00,2.75,13061
C540481,85099B,JUMBO BAG RED RETROSPOT,-2.0,2023-03-16 03:07:00,1.95,13061
C540481,85099F,JUMBO BAG STRAWBERRY,-4.0,2023-03-16 03:07:00,1.95,13061
540566,22310,IVORY KNITTED MUG COSY,1.0,2023-04-16 19:37:49,0.0,12799
