InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
538700,20726,LUNCH BAG WOODLAND,1,2023-11-28 23:53:12,1.68,
538701,20728,LUNCH BAG CARS BLUE,2,2023-12-03 12:27:33,1.7,12784.0
538701,22383,LUNCH BAG SUKI DESIGN,4,2023-12-03 12:27:33,1.63,12784.0
538702,22310,IVORY KNITTED MUG COSY,3,2023-07-04 16:26:44,1.58,12401.0
538702,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-07-04 16:26:44,4.25,12401.0
538702,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-07-04 16:26:44,7.93,12401.0
538702,22632,HAND WARMER RED POLKA DOT,1,2023-07-04 16:26:44,1.89,12401.0
538702,22382,LUNCH BAG SPACEBOY DESIGN,4,2023-07-04 16:26:44,1.58,12401.0
538703,22384,LUNCH BAG PINK POLKADOT,6,2023-07-31 05:12:17,1.66,12814.0
538703,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-07-31 05:12:17,4.09,12814.0
538703,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-07-31 05:12:17,1.67,12814.0
538703,22630,DOORMAT KEEP CALM AND COME IN,3,2023-07-31 05:12:17,6.78,12814.0
538704,47566,PARTY BUNTING,2,2023-08-18 16:52:34,4.46,13144.0
538704,20725,LUNCH BAG RED RETROSPOT,1,2023-08-18 16:52:34,1.62,13144.0
538704,22386,JUMBO BAG PINK POLKADOT,2,2023-08-18 16:52:34,2.02,13144.0
538704,22748,POPPY'S PLAYHOUSE KITCHEN,6,2023-08-18 16:52:34,2.19,13144.0
538705,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-12-08 00:48:25,3.38,
538705,84406B,CREAM CUPID HEARTS COAT HANGER,3,2023-12-08 00:48:25,2.8,
538705,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-12-08 00:48:25,1.58,
538706,71053,WHITE METAL LANTERN,1,2023-05-14 03:36:53,3.51,
538706,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-05-14 03:36:53,2.49,
538706,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-05-14 03:36:53,1.65,
538706,20728,LUNCH BAG CARS BLUE,6,2023-05-14 03:36:53,1.68,
538706,85099F,JUMBO BAG STRAWBERRY,3,2023-05-14 03:36:53,1.96,
538707,22749,POPPY'S PLAYHOUSE LIVINGROOM,2,2023-10-19 21:51:58,2.08,12877.0
538707,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-10-19 21:51:58,2.02,12877.0
538707,22310,IVORY KNITTED MUG COSY,4,2023-10-19 21:51:58,1.72,12877.0
538707,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-10-19 21:51:58,3.25,12877.0
538707,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2023-10-19 21:51:58,3.54,12877.0
538707,20726,LUNCH BAG WOODLAND,1,2023-10-19 21:51:58,1.71,12877.0
538708,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-07-23 03:32:23,2.02,12532.0
538708,22633,HAND WARMER UNION JACK,3,2023-07-23 03:32:23,1.8,12532.0
C538709,20725,LUNCH BAG RED RETROSPOT,-3,2023-06-10 11:55:43,1.65,12505.0
C538709,22384,LUNCH BAG PINK POLKADOT,-1,2023-06-10 11:55:43,1.65,12505.0
538710,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-07-09 20:44:07,1.7,
538711,47566,PARTY BUNTING,2,2023-01-14 12:57:19,4.49,
538711,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-01-14 12:57:19,1.65,
538711,22749,POPPY'S PLAYHOUSE LIVINGROOM,6,2023-01-14 12:57:19,2.09,
538711,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,2023-01-14 12:57:19,3.37,
538711,22384,LUNCH BAG PINK POLKADOT,2,2023-01-14 12:57:19,1.72,
538711,20728,LUNCH BAG CARS BLUE,1,2023-01-14 12:57:19,1.59,
538712,71053,WHITE METAL LANTERN,2,2023-10-21 02:49:46,3.31,12841.0
538712,22633,HAND WARMER UNION JACK,1,2023-10-21 02:49:46,1.92,12841.0
538712,47566,PARTY BUNTING,1,2023-10-21 02:49:46,4.43,12841.0
538712,85099B,JUMBO BAG RED RETROSPOT,2,2023-10-21 02:49:46,1.9,12841.0
538713,22384,LUNCH BAG PINK POLKADOT,4,2023-07-19 17:51:25,1.57,12722.0
538713,22748,POPPY'S PLAYHOUSE KITCHEN,3,2023-07-19 17:51:25,2.16,12722.0
538713,47566,PARTY BUNTING,1,2023-07-19 17:51:25,4.72,12722.0
538714,20727,LUNCH BAG BLACK SKULL.,3,2023-07-10 03:17:15,1.73,12565.0
538714,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2023-07-10 03:17:15,2.64,12565.0
538714,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-07-10 03:17:15,2.61,12565.0
538715,71053,WHITE METAL LANTERN,1,2023-10-16 23:45:18,3.31,12991.0
538715,22384,LUNCH BAG PINK POLKADOT,1,2023-10-16 23:45:18,1.72,12991.0
538715,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-10-16 23:45:18,2.81,12991.0
538715,22630,DOORMAT KEEP CALM AND COME IN,1,2023-10-16 23:45:18,6.87,12991.0
538716,22745,POPPY'S PLAYHOUSE BEDROOM,24,2023-10-12 12:13:29,2.17,12831.0
538716,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-10-12 12:13:29,4.26,12831.0
538716,85099B,JUMBO BAG RED RETROSPOT,1,2023-10-12 12:13:29,2.01,12831.0
538716,22310,IVORY KNITTED MUG COSY,6,2023-10-12 12:13:29,1.59,12831.0
538716,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-10-12 12:13:29,1.6,12831.0
538717,22383,LUNCH BAG SUKI DESIGN,1,2023-05-21 17:10:00,1.58,12712.0
538717,22633,HAND WARMER UNION JACK,6,2023-05-21 17:10:00,1.82,12712.0
538718,20728,LUNCH BAG CARS BLUE,4,2023-06-20 14:32:15,1.65,12877.0
538718,22386,JUMBO BAG PINK POLKADOT,3,2023-06-20 14:32:15,1.97,12877.0
538718,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-06-20 14:32:15,1.64,12877.0
538718,21931,JUMBO STORAGE BAG SUKI,1,2023-06-20 14:32:15,1.92,12877.0
538718,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-06-20 14:32:15,2.62,12877.0
538719,22749,POPPY'S PLAYHOUSE LIVINGROOM,3,2023-11-10 23:41:19,2.15,12864.0
538719,71053,WHITE METAL LANTERN,4,2023-11-10 23:41:19,3.37,12864.0
538719,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-11-10 23:41:19,4.05,12864.0
538719,85099B,JUMBO BAG RED RETROSPOT,1,2023-11-10 23:41:19,1.94,12864.0
538719,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2023-11-10 23:41:19,3.27,12864.0
538719,85099F,JUMBO BAG STRAWBERRY,1,2023-11-10 23:41:19,1.94,12864.0
538720,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-03-01 09:02:53,1.63,13114.0
538721,20725,LUNCH BAG RED RETROSPOT,3,2023-03-30 23:26:06,1.62,12877.0
538721,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-03-30 23:26:06,4.17,12877.0
538721,22310,IVORY KNITTED MUG COSY,1,2023-03-30 23:26:06,1.57,12877.0
538721,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-03-30 23:26:06,2.65,12877.0
538721,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-03-30 23:26:06,2.81,12877.0
538722,22382,LUNCH BAG SPACEBOY DESIGN,3,2023-12-05 16:10:17,1.73,12811.0
538722,20727,LUNCH BAG BLACK SKULL.,1,2023-12-05 16:10:17,1.7,12811.0
538722,84406B,CREAM CUPID HEARTS COAT HANGER,3,2023-12-05 16:10:17,2.84,12811.0
538723,85099B,JUMBO BAG RED RETROSPOT,1,2023-06-19 15:25:43,1.94,12556.0
538724,71053,WHITE METAL LANTERN,3,2023-04-26 23:49:16,3.34,12496.0
538724,84406B,CREAM CUPID HEARTS COAT HANGER,6,2023-04-26 23:49:16,2.65,12496.0
538725,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2023-08-01 01:34:39,3.3,12877.0
538725,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-08-01 01:34:39,3.52,12877.0
538725,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2023-08-01 01:34:39,1.67,12877.0
538726,22310,IVORY KNITTED MUG COSY,1,2023-05-28 22:50:23,1.6,12927.0
538726,22383,LUNCH BAG SUKI DESIGN,4,2023-05-28 22:50:23,1.6,12927.0
538726,47566,PARTY BUNTING,1,2023-05-28 22:50:23,4.86,12927.0
538726,85099B,JUMBO BAG RED RETROSPOT,2,2023-05-28 22:50:23,1.95,12927.0
538726,22630,DOORMAT KEEP CALM AND COME IN,2,2023-05-28 22:50:23,6.64,12927.0
538726,22386,JUMBO BAG PINK POLKADOT,2,2023-05-28 22:50:23,1.94,12927.0
538727,22749,POPPY'S PLAYHOUSE LIVINGROOM,1,2023-02-23 05:52:41,2.04,12500.0
538727,22384,LUNCH BAG PINK POLKADOT,4,2023-02-23 05:52:41,1.6,12500.0
538727,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-02-23 05:52:41,1.9,12500.0
538728,22632,HAND WARMER RED POLKA DOT,12,2023-02-26 04:28:55,1.82,
538728,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-02-26 04:28:55,2.64,
538728,22382,LUNCH BAG SPACEBOY DESIGN,4,2023-02-26 04:28:55,1.63,
538728,22310,IVORY KNITTED MUG COSY,3,2023-02-26 04:28:55,1.67,
538728,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-02-26 04:28:55,4.27,
538729,47566,PARTY BUNTING,1,2023-02-13 00:06:05,4.79,13028.0
538729,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-02-13 00:06:05,2.18,13028.0
538729,20727,LUNCH BAG BLACK SKULL.,2,2023-02-13 00:06:05,1.63,13028.0
538730,85099F,JUMBO BAG STRAWBERRY,1,2023-06-15 15:28:29,1.92,12869.0
538731,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2023-08-31 18:25:15,2.66,12864.0
538731,71053,WHITE METAL LANTERN,2,2023-08-31 18:25:15,3.47,12864.0
538731,22630,DOORMAT KEEP CALM AND COME IN,1,2023-08-31 18:25:15,6.73,12864.0
538731,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-08-31 18:25:15,3.27,12864.0
538731,20726,LUNCH BAG WOODLAND,1,2023-08-31 18:25:15,1.63,12864.0
538731,22383,LUNCH BAG SUKI DESIGN,2,2023-08-31 18:25:15,1.59,12864.0
538732,22384,LUNCH BAG PINK POLKADOT,3,2023-06-28 23:33:37,1.73,12777.0
538732,22382,LUNCH BAG SPACEBOY DESIGN,3,2023-06-28 23:33:37,1.69,12777.0
538732,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-06-28 23:33:37,4.2,12777.0
538733,47566,PARTY BUNTING,3,2023-07-12 23:07:43,4.67,12877.0
538733,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-07-12 23:07:43,2.63,12877.0
538733,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-07-12 23:07:43,1.86,12877.0
538733,85099B,JUMBO BAG RED RETROSPOT,1,2023-07-12 23:07:43,1.99,12877.0
538734,22384,LUNCH BAG PINK POLKADOT,1,2023-08-07 03:06:58,1.62,
538735,20727,LUNCH BAG BLACK SKULL.,1,2023-11-07 19:01:28,1.58,12724.0
538736,22748,POPPY'S PLAYHOUSE KITCHEN,1,2023-07-29 17:18:05,2.1,12704.0
538736,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-07-29 17:18:05,1.99,12704.0
538736,84406B,CREAM CUPID HEARTS COAT HANGER,4,2023-07-29 17:18:05,2.79,12704.0
538737,22630,DOORMAT KEEP CALM AND COME IN,3,2023-06-28 23:46:29,6.67,12877.0
538737,47566,PARTY BUNTING,4,2023-06-28 23:46:29,4.88,12877.0
538737,22386,JUMBO BAG PINK POLKADOT,2,2023-06-28 23:46:29,1.93,12877.0
538737,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-06-28 23:46:29,3.47,12877.0
538737,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-06-28 23:46:29,2.64,12877.0
538737,20727,LUNCH BAG BLACK SKULL.,2,2023-06-28 23:46:29,1.61,12877.0
538738,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2023-07-25 10:31:26,1.88,12734.0
538738,22384,LUNCH BAG PINK POLKADOT,2,2023-07-25 10:31:26,1.72,12734.0
538738,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2023-07-25 10:31:26,2.64,12734.0
538738,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2023-07-25 10:31:26,1.74,12734.0
538738,22749,POPPY'S PLAYHOUSE LIVINGROOM,6,2023-07-25 10:31:26,2.04,12734.0
538739,22632,HAND WARMER RED POLKA DOT,4,2023-10-15 04:26:54,1.79,
538739,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-10-15 04:26:54,1.71,
538740,20726,LUNCH BAG WOODLAND,1,2023-04-01 23:18:54,1.6,
538740,47566,PARTY BUNTING,2,2023-04-01 23:18:54,4.82,
538740,22752,SET 7 BABUSHKA NESTING BOXES,2,2023-04-01 23:18:54,7.3,
538740,22633,HAND WARMER UNION JACK,12,2023-04-01 23:18:54,1.92,
538741,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-09-20 06:01:20,4.45,12461.0
538741,22384,LUNCH BAG PINK POLKADOT,2,2023-09-20 06:01:20,1.66,12461.0
538741,22383,LUNCH BAG SUKI DESIGN,6,2023-09-20 06:01:20,1.66,12461.0
538741,20727,LUNCH BAG BLACK SKULL.,6,2023-09-20 06:01:20,1.58,12461.0
538741,20725,LUNCH BAG RED RETROSPOT,1,2023-09-20 06:01:20,1.73,12461.0
538742,22632,HAND WARMER RED POLKA DOT,1,2023-01-30 16:45:16,1.76,12877.0
C538743,22745,POPPY'S PLAYHOUSE BEDROOM,-5,2023-09-03 00:43:42,2.1,12877.0
C538743,21931,JUMBO STORAGE BAG SUKI,-4,2023-09-03 00:43:42,1.95,12877.0
C538743,22752,SET 7 BABUSHKA NESTING BOXES,-2,2023-09-03 00:43:42,7.65,12877.0
C538743,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-5,2023-09-03 00:43:42,2.55,12877.0
C538743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2023-09-03 00:43:42,2.55,12877.0
C538743,84879,ASSORTED COLOUR BIRD ORNAMENT,-5,2023-09-03 00:43:42,1.69,12877.0
538744,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2023-06-24 12:13:33,2.59,12864.0
538744,22633,HAND WARMER UNION JACK,1,2023-06-24 12:13:33,1.86,12864.0
538744,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-06-24 12:13:33,4.19,12864.0
538744,20727,LUNCH BAG BLACK SKULL.,4,2023-06-24 12:13:33,1.64,12864.0
538745,22752,SET 7 BABUSHKA NESTING BOXES,3,2023-08-05 00:31:34,7.53,12461.0
538745,22386,JUMBO BAG PINK POLKADOT,1,2023-08-05 00:31:34,2.02,12461.0
538745,21931,JUMBO STORAGE BAG SUKI,1,2023-08-05 00:31:34,2.02,12461.0
538745,20727,LUNCH BAG BLACK SKULL.,4,2023-08-05 00:31:34,1.71,12461.0
538746,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-03-18 02:17:39,4.07,12647.0
538746,22633,HAND WARMER UNION JACK,3,2023-03-18 02:17:39,1.8,12647.0
538747,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2023-09-19 23:26:32,2.04,12572.0
538747,21931,JUMBO STORAGE BAG SUKI,1,2023-09-19 23:26:32,1.97,12572.0
538747,22752,SET 7 BABUSHKA NESTING BOXES,1,2023-09-19 23:26:32,7.27,12572.0
538747,22383,LUNCH BAG SUKI DESIGN,1,2023-09-19 23:26:32,1.61,12572.0
538747,22748,POPPY'S PLAYHOUSE KITCHEN,2,2023-09-19 23:26:32,2.06,12572.0
538748,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-01-18 16:49:34,3.56,12684.0
538748,84406B,CREAM CUPID HEARTS COAT HANGER,2,2023-01-18 16:49:34,2.72,12684.0
538748,21931,JUMBO STORAGE BAG SUKI,1389,2023-01-18 16:49:34,1.95,12684.0
538748,22632,HAND WARMER RED POLKA DOT,2,2023-01-18 16:49:34,1.81,12684.0
538749,22748,POPPY'S PLAYHOUSE KITCHEN,2,2023-11-13 01:21:23,2.2,12424.0
538749,20726,LUNCH BAG WOODLAND,2,2023-11-13 01:21:23,1.68,12424.0
538749,71053,WHITE METAL LANTERN,6,2023-11-13 01:21:23,3.52,12424.0
538750,22748,POPPY'S PLAYHOUSE KITCHEN,4,2023-07-27 08:58:01,2.12,12588.0
538751,20725,LUNCH BAG RED RETROSPOT,1,2023-06-14 05:38:11,1.61,13063.0
538751,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-06-14 05:38:11,1.58,13063.0
538751,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2023-06-14 05:38:11,2.43,13063.0
538752,22382,LUNCH BAG SPACEBOY DESIGN,6,2023-09-09 04:39:28,1.73,12572.0
538752,47566,PARTY BUNTING,1,2023-09-09 04:39:28,4.73,12572.0
538752,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-09-09 04:39:28,2.52,12572.0
538752,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2023-09-09 04:39:28,3.28,12572.0
538753,22382,LUNCH BAG SPACEBOY DESIGN,2,2023-06-08 17:11:34,1.64,12766.0
538753,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-06-08 17:11:34,4.36,12766.0
538754,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-03-06 23:16:27,4.17,
538754,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-03-06 23:16:27,2.43,
538755,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-06-02 14:51:35,3.32,12594.0
538755,22383,LUNCH BAG SUKI DESIGN,12,2023-06-02 14:51:35,1.6,12594.0
538755,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2023-06-02 14:51:35,2.46,12594.0
538755,22630,DOORMAT KEEP CALM AND COME IN,2,2023-06-02 14:51:35,6.57,12594.0
538755,22748,POPPY'S PLAYHOUSE KITCHEN,3,2023-06-02 14:51:35,2.06,12594.0
538756,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-01-13 20:03:30,2.43,13094.0
538756,20725,LUNCH BAG RED RETROSPOT,2,2023-01-13 20:03:30,1.65,13094.0
538756,21931,JUMBO STORAGE BAG SUKI,4,2023-01-13 20:03:30,1.94,13094.0
538757,20727,LUNCH BAG BLACK SKULL.,6,2023-11-14 15:29:39,1.63,12419.0
538757,22383,LUNCH BAG SUKI DESIGN,1,2023-11-14 15:29:39,1.7,12419.0
538757,22310,IVORY KNITTED MUG COSY,2,2023-11-14 15:29:39,1.66,12419.0
538758,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2023-06-24 12:06:30,2.59,12877.0
538759,22386,JUMBO BAG PINK POLKADOT,2,2023-06-05 19:28:24,1.93,
538759,85099F,JUMBO BAG STRAWBERRY,1,2023-06-05 19:28:24,1.98,
538760,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2023-08-07 23:58:03,3.39,13051.0
538760,22384,LUNCH BAG PINK POLKADOT,1,2023-08-07 23:58:03,1.65,13051.0
538761,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-05-04 12:13:21,2.55,13131.0
538761,85099B,JUMBO BAG RED RETROSPOT,2,2023-05-04 12:13:21,2.0,13131.0
538762,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2023-04-18 14:54:07,2.67,12886.0
538762,20727,LUNCH BAG BLACK SKULL.,4,2023-04-18 14:54:07,1.72,12886.0
538762,84406B,CREAM CUPID HEARTS COAT HANGER,1,2023-04-18 14:54:07,2.72,12886.0
538763,21931,JUMBO STORAGE BAG SUKI,4,2023-11-14 00:26:48,2.01,13135.0
538763,22382,LUNCH BAG SPACEBOY DESIGN,4,2023-11-14 00:26:48,1.66,13135.0
538764,22633,HAND WARMER UNION JACK,6,2023-06-19 20:27:51,1.85,12773.0
538764,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-06-19 20:27:51,4.32,12773.0
538764,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-06-19 20:27:51,7.81,12773.0
538764,20727,LUNCH BAG BLACK SKULL.,6,2023-06-19 20:27:51,1.65,12773.0
538765,22749,POPPY'S PLAYHOUSE LIVINGROOM,2,2023-06-07 12:03:57,2.03,12593.0
538765,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2023-06-07 12:03:57,1.76,12593.0
538765,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-06-07 12:03:57,2.53,12593.0
C538766,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-4,2023-11-14 03:55:57,2.55,12604.0
C538766,22745,POPPY'S PLAYHOUSE BEDROOM,-3,2023-11-14 03:55:57,2.1,12604.0
C538766,22310,IVORY KNITTED MUG COSY,-5,2023-11-14 03:55:57,1.65,12604.0
C538766,20727,LUNCH BAG BLACK SKULL.,-3,2023-11-14 03:55:57,1.65,12604.0
C538766,22748,POPPY'S PLAYHOUSE KITCHEN,-4,2023-11-14 03:55:57,2.1,12604.0
538767,85099F,JUMBO BAG STRAWBERRY,1,2023-05-22 15:10:53,1.9,12607.0
538767,22384,LUNCH BAG PINK POLKADOT,1,2023-05-22 15:10:53,1.57,12607.0
538767,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2023-05-22 15:10:53,3.34,12607.0
538767,20726,LUNCH BAG WOODLAND,1,2023-05-22 15:10:53,1.62,12607.0
538768,20726,LUNCH BAG WOODLAND,2,2023-07-24 00:31:32,1.71,12468.0
538768,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-07-24 00:31:32,3.35,12468.0
538768,47566,PARTY BUNTING,2,2023-07-24 00:31:32,4.71,12468.0
538769,22386,JUMBO BAG PINK POLKADOT,2,2023-11-05 13:29:34,2.03,12651.0
538769,85099B,JUMBO BAG RED RETROSPOT,2,2023-11-05 13:29:34,1.97,12651.0
538769,47566,PARTY BUNTING,3,2023-11-05 13:29:34,4.59,12651.0
538770,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2023-03-14 13:00:10,2.58,12821.0
538770,85099F,JUMBO BAG STRAWBERRY,4,2023-03-14 13:00:10,1.9,12821.0
538770,22382,LUNCH BAG SPACEBOY DESIGN,1,2023-03-14 13:00:10,1.62,12821.0
538770,22630,DOORMAT KEEP CALM AND COME IN,4,2023-03-14 13:00:10,6.64,12821.0
538771,22630,DOORMAT KEEP CALM AND COME IN,4,2023-08-26 13:41:27,6.62,12572.0
538771,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-08-26 13:41:27,4.19,12572.0
538771,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-08-26 13:41:27,4.35,12572.0
538771,20726,LUNCH BAG WOODLAND,3,2023-08-26 13:41:27,1.58,12572.0
538771,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2023-08-26 13:41:27,1.75,12572.0
538772,22086,PAPER CHAIN KIT 50'S CHRISTMAS,24,2023-03-25 03:29:07,2.59,12720.0
538772,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2023-03-25 03:29:07,3.36,12720.0
538772,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-03-25 03:29:07,4.45,12720.0
538772,22386,JUMBO BAG PINK POLKADOT,2,2023-03-25 03:29:07,1.91,12720.0
538772,20726,LUNCH BAG WOODLAND,1,2023-03-25 03:29:07,1.66,12720.0
538773,22749,POPPY'S PLAYHOUSE LIVINGROOM,2,2023-03-02 07:39:07,2.13,12821.0
538773,22632,HAND WARMER RED POLKA DOT,3,2023-03-02 07:39:07,1.81,12821.0
538773,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2023-03-02 07:39:07,1.69,12821.0
538774,22383,LUNCH BAG SUKI DESIGN,3,2023-05-08 10:36:07,1.63,12570.0
538774,21931,JUMBO STORAGE BAG SUKI,1,2023-05-08 10:36:07,1.91,12570.0
538774,22310,IVORY KNITTED MUG COSY,1,2023-05-08 10:36:07,1.65,12570.0
538774,22632,HAND WARMER RED POLKA DOT,2,2023-05-08 10:36:07,1.84,12570.0
538775,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2023-09-23 03:27:16,2.67,
538775,22752,SET 7 BABUSHKA NESTING BOXES,6,2023-09-23 03:27:16,7.36,
538776,85099B,JUMBO BAG RED RETROSPOT,2,2023-03-02 19:48:14,1.87,
538776,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-03-02 19:48:14,4.11,
538776,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-03-02 19:48:14,2.64,
538777,20727,LUNCH BAG BLACK SKULL.,4,2023-05-04 07:45:05,1.67,12858.0
538777,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2023-05-04 07:45:05,3.27,12858.0
538777,85099F,JUMBO BAG STRAWBERRY,6,2023-05-04 07:45:05,1.92,12858.0
538777,22749,POPPY'S PLAYHOUSE LIVINGROOM,6,2023-05-04 07:45:05,2.18,12858.0
538778,20728,LUNCH BAG CARS BLUE,1,2023-09-04 03:42:32,1.63,
538779,22382,LUNCH BAG SPACEBOY DESIGN,2,2023-08-13 03:46:20,1.62,12607.0
538779,20728,LUNCH BAG CARS BLUE,2,2023-08-13 03:46:20,1.59,12607.0
538779,20725,LUNCH BAG RED RETROSPOT,6,2023-08-13 03:46:20,1.58,12607.0
538779,84406B,CREAM CUPID HEARTS COAT HANGER,6,2023-08-13 03:46:20,2.85,12607.0
538780,22630,DOORMAT KEEP CALM AND COME IN,6,2023-08-05 21:19:49,7.07,12739.0
538780,20728,LUNCH BAG CARS BLUE,2,2023-08-05 21:19:49,1.65,12739.0
538780,20726,LUNCH BAG WOODLAND,3,2023-08-05 21:19:49,1.71,12739.0
538780,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-08-05 21:19:49,0.0,12739.0
538780,22745,POPPY'S PLAYHOUSE BEDROOM,12,2023-08-05 21:19:49,2.11,12739.0
538780,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-08-05 21:19:49,4.22,12739.0
538781,20727,LUNCH BAG BLACK SKULL.,4,2023-11-09 13:08:02,1.73,13102.0
538781,85099B,JUMBO BAG RED RETROSPOT,2,2023-11-09 13:08:02,1.88,13102.0
538782,20725,LUNCH BAG RED RETROSPOT,6,2023-07-12 22:36:42,1.7,12877.0
538782,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-07-12 22:36:42,2.6,12877.0
538782,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2023-07-12 22:36:42,3.56,12877.0
538782,22310,IVORY KNITTED MUG COSY,2,2023-07-12 22:36:42,1.66,12877.0
538783,22748,POPPY'S PLAYHOUSE KITCHEN,4,2023-06-11 04:00:49,2.06,12415.0
538784,20725,LUNCH BAG RED RETROSPOT,6,2023-08-04 04:00:17,1.64,12729.0
